circuit_name,ABAT,AGTR1,AHR,ALOX5,ANXA2,BST1,BTK,C5AR1,CA12,CACNA1B,CACNA1C,CACNA1S,CD3E,CD247,CD4,CDA,CD52,CHRNA4,CHRNB2,CNR2,CSF2RB,CSF3R,TYMP,EGFR,EZH2,FCER1G,FCGR2A,FCGR3B,FGFR3,GHR,HBA1,HBB,HMGCR,ICAM1,IFNAR2,IFNG,IL1B,IL1R1,IL2RB,IL2RG,ITGAL,JAK3,KCNA3,KCNC1,KRT2,LCK,LPL,LTA,TACSTD2,MST1R,NFKB1,NNMT,NPR1,PIK3CD,PIK3CG,PLAT,PPARG,PSMB8,PSMB9,PSMB10,PTAFR,RYR1,SCN1B,SCN2A,SCN4A,SCN8A,PMEL,SLC5A1,SRD5A1,AKR1D1,ELOVL4,SYK,TFPI,TGFB1,TNF,TNFRSF1A,TYK2,TYR,VDR,VEGFA,VWF,AOC3,IL1RL2,HCAR3,TUBB3,HRH3,S1PR5,SLC12A5,SLAMF7,NOD2,DGAT2,VKORC1L1,HCAR2
MAPK signaling pathway: ELK4,-0.0,0.0,0.2183118064874477,0.0,0.34732208780341567,0.0,-0.0,0.0,0.0,-0.27381319216019534,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.27739970347184195,-0.3771968002207059,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05907824846179303,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.3151902827609865,0.10039555745946444,0.0791947909599594,0.0,0.0,-0.0,-0.2978982510603553,0.0,-0.0,0.0,-0.0,0.0,0.0,0.3136989915947253,0.3340541307870725,0.0,-0.0,-0.0,0.0,0.03946121021359845,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.07779335122751051,-0.1292781837171739,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.01826781642624048,0.29521784008961344,0.0,0.0,0.5250662291822904,-0.0,0.0,0.0,0.0,0.33235878848268957,-0.38956900877985884,-0.2994279075661007,0.0,-0.27396039622889606,0.15817835755693893,0.4836611642454721,0.06451221622186815,0.0,0.19598420882009995
MAPK signaling pathway: TP53,-0.0,0.0,0.19694039945505962,0.0,0.2907908657242546,0.0,0.0,0.0,0.0,-0.21957881302803975,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.23530418373091513,-0.3136961831983634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.2629507486517619,0.08014593045270961,0.060735610692286994,0.0,0.0,-0.0,-0.26247278489601167,0.0,0.0,-0.0,-0.0,0.0,0.0,0.2769980731402556,0.26021642139141693,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0431558099273414,-0.10601431491686625,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.01757137980551085,0.282675179114858,0.0,0.0,0.55380317335869,-0.0,-0.0,0.0,0.0,0.28351672161427677,-0.28487092688603016,-0.2462041885926361,0.0,-0.22757079399974645,0.1264935329639716,0.48096263594283256,0.06803431971634986,0.0,0.16607331972946254
MAPK signaling pathway: ELK1,-0.0,0.0,0.0,0.0,0.1468264558788462,0.0,-0.0,0.0,0.0,-0.10402481475247057,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.1343289282080096,-0.1660370612194078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042303444677820684,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.11892273336565913,0.0,-0.0,0.0,-0.0,0.0,0.0,0.14471304106014293,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.05224415631395022,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.015551357185732747,0.17151161322479921,0.0,0.0,0.42880367360369176,-0.0,-0.0,0.0,0.0,0.1848700558687215,-0.0,-0.0,0.0,-0.10591758970554421,0.0,0.3349898452575162,0.0496606435346238,0.0,0.09980572372806988
MAPK signaling pathway: ATF2,-0.0,0.0,0.165519488052888,0.0,0.27045142204620776,0.0,-0.0,0.0,0.0,-0.1958839087288308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2017096766360926,-0.27958330458929875,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050216796329902134,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.24281900158901665,0.0,0.055049578820195955,-0.0,0.0,-0.0,-0.21661371277847793,0.0,-0.0,0.0,-0.0,0.0,0.0,0.24058789780085257,0.2656527275059558,0.11087202625978645,-0.0,0.0,0.0,0.041701439237326915,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.06825448178153956,-0.09760259772455057,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.015918003711591387,0.23838304257217124,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.22672794045372238,0.0,-0.19571357714907428,0.09363294635894932,0.0,0.0,0.0,0.12058181854410929
MAPK signaling pathway: HSPB1,-0.6206372615718249,0.0,0.2683116345606978,0.0,0.4314542685919571,0.0,-0.0,0.0,0.0,-0.3519096155418207,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.36460875324478575,-0.4745009305774027,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.3759041035404671,0.07328759060480344,-0.0,-0.0,-0.0,-0.0,-0.3624990228071142,0.0,-0.0,0.0,-0.0,0.0,0.0,0.40706405098037823,0.410801652573886,0.18744126197589916,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.5653238003984197,0.08009863390072293,-0.21870465579989368,0.0,0.0,0.0,-0.0,0.0,0.0,0.5494387570295728,0.0,0.030112522434650624,0.3943137813600447,-0.0,0.0,0.6110880730680741,0.0,0.0,0.1402587948599345,0.0,0.364778607867404,-0.4612348243660738,-0.3731234457122738,0.0,-0.3493982509160823,0.0,0.6001343931650913,0.0,0.0,0.18037407711012016
MAPK signaling pathway: MAP4K2,-0.0,-0.0,0.0,0.47406605010823594,0.18629917007514313,0.0,0.5417791023206586,0.0,0.0,-0.0,-0.0,-0.0,0.4387248235014851,0.4487025792439713,0.0,0.0,0.4960434233085882,-0.0,-0.0,0.5701839081385753,0.49105878513062706,0.3782995912421068,0.45758499679632364,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5099493390005011,0.0,0.30751565083215826,0.0,0.39846986270968066,0.45293240404323987,0.47681567685217524,0.5587868154761797,0.0,-0.0,0.0,0.46504654104889476,-0.0,0.0,0.0,0.0,0.14389287821765687,0.0,0.0,0.543327000590617,0.0,-0.0,-0.0,0.47894223981284095,0.4784051157681539,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.37151824007292567,0.0,-0.0,0.0,0.4606940941021053,-0.0,0.0,0.4038656563715253,0.0,0.5691707066169307,0.0,0.0,-0.0,0.0,0.0,0.0,0.455660107360623,-0.0,-0.0,0.0,-0.0,0.38646338787949247,0.4407369741725305,0.0,-0.0,0.1817598860692742
MAPK signaling pathway: STK3,-0.0,-0.0,0.0,0.742692547831682,0.26129000975865196,0.0,0.6775942179398581,0.5823702671335932,0.0,-0.0,-0.0,-0.0,0.0,0.44663434330996177,0.0,0.0,0.595918703882485,-0.0,-0.0,0.0,0.8407556768971889,0.7389235712832245,0.6755504305797136,-0.0,0.0,0.7678468438575484,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8244353341020932,0.0,0.7811886713565954,0.0,0.4699403718464939,0.6132133695841757,0.5485143077199265,0.6983138741074014,0.0,-0.0,0.0,0.4558816922981647,-0.0,0.0,0.0,0.0,0.221026149529215,0.0,-0.0,0.6296358117523649,0.0,-0.0,0.0,0.5972270436082032,0.5454789139909431,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.7316395796446091,-0.0,0.5083570337577895,0.38219711579124915,0.0,0.7232246998257986,-0.0,0.8952462477531997,-0.0,-0.0,0.0,0.0,0.7069978223600145,0.0,-0.0,0.0,-0.0,0.5693589696368087,0.7673897851607706,0.0,-0.0,0.3410668233212795
MAPK signaling pathway: ECSIT TRAF6,-0.0,-0.0,0.0,0.7561663727075549,0.3780274671109852,0.0,0.6314265951050195,0.5884552347694132,0.0,-0.0,-0.0,-0.0,0.0,0.47902303850175243,0.0,0.0,0.6252137685151631,-0.0,-0.0,0.0,0.8805966860872009,0.8181518094388756,0.8758681983521832,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.7042452513968334,0.0,1.0,0.0,0.5645075648918543,0.6506762746364393,0.5369528150921302,0.6980518056777054,0.0,-0.0,0.0,0.4277998834889029,-0.0,0.0,0.0,0.0,0.3001569357985748,0.0,0.0,0.5805446151277446,0.0,-0.0,0.0,0.6639139058180529,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1072438757556456,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5073472240572875,0.0,0.6259086352223436,0.0,0.0,-0.0,0.0,0.0,0.0,0.9127072639915166,0.0,-0.0,0.0,-0.0,0.6823091335987642,0.9011501883229495,0.0,-0.0,0.43892898369696454
NF-kappa B signaling pathway: CFLAR,-0.0,-0.0,0.11708283945241953,0.33856676624575693,0.0943408977863521,0.21968508328748904,0.2975631345236026,0.23536328754653524,0.0,-0.07548581877846985,-0.31356286146363405,-0.0,0.23840900946535334,0.24997710213487948,0.0,0.0,0.2581799375889384,-0.0,-0.0,0.297307979843705,0.33397016855645817,0.28664152904138734,0.0,-0.0,0.0,0.23840817423157656,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.36108154014037863,0.0,0.10419500427308963,0.0,0.15077795280179268,0.24102270039918275,0.26075346533500465,0.31987738025104145,0.0,-0.0,-0.0,0.23801955098316432,0.0,0.0,0.0,0.0,0.11052377751530797,0.0,0.0,0.3172096262543977,0.0,-0.4427598390244414,0.0,0.17178632945727873,0.2428799030724841,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.05706928994066506,-0.0,-0.0,0.0,-0.0,-0.0,0.35150707754046223,0.0,0.2296205269515206,0.05426122173793659,0.0,0.3624125942065033,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.16886526794608486,0.0,0.0,0.0,0.06012140346935186
NF-kappa B signaling pathway: BCL2A1*,-0.0,-0.0,0.0,0.4580077961639524,0.0,0.28278592742785674,0.41814500686106565,0.29687387294034007,-0.0,-0.0,-0.405490843069282,-0.0,0.27459821897618425,0.3242813888383961,0.22604367861603833,0.0,0.34707779043610054,-0.0,-0.0,0.35836352903094887,0.4084897699175106,0.42987385985727156,0.24060044907076245,-0.0,-0.0,0.35507341066313003,1.0,0.39006800436940425,-0.0,0.0,0.0,0.0,-0.0,0.0,0.4744972656857163,0.0,0.15819737409360185,0.0,0.17341800664459792,0.30083450093157416,0.35379770570587465,0.4413307070334998,0.0,-0.0,-0.0,0.30373262539244505,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.41497125299388193,0.0,-0.5593977079675059,0.0,0.21153712141020034,0.3230799762604689,0.5531721817620228,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.42337111690459805,-0.0,0.2962763794622001,0.06767524883466534,0.0,0.4678289357886373,-0.0,0.0,0.0,0.0,0.0,-0.0,0.19617798415442103,-0.0,-0.0,0.0,-0.0,0.18915013591853663,0.0,0.0,0.0,0.08012711436494843
NF-kappa B signaling pathway: XIAP,-0.0,-0.0,0.09873558990786856,0.32728929729445494,0.0,0.0,0.29496650463617713,0.1781331168174509,0.0,-0.0,-0.26318554802422356,-0.0,0.26202078307141713,0.2717821824906914,0.1964426785456298,0.0,0.2726083899866811,-0.0,-0.0,0.31124834095059917,0.3248383423405921,0.2514698332943567,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3312347703312411,0.0,0.11832969002635882,0.0,0.17836812401909438,0.2550202097654291,0.2672507360755552,0.30600567884819924,0.3755997798882212,-0.0,-0.0,0.25270340761128207,-0.0,0.0,0.0,0.0,0.07796786677752804,0.0,0.0,0.3085475443314237,0.0,-0.39607667722884693,0.0,0.19670892227519488,0.2304888771525906,0.4047335141661786,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.31274833458876544,-0.0,0.16840929226755344,0.059594646036994055,0.0,0.3362264346668127,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.12506457964268508,-0.0,-0.0,0.0,-0.0,0.207443583356828,0.0,0.0,-0.0,0.06329445538317395
NF-kappa B signaling pathway: GADD45B,-0.0,-0.0,0.15576612560018285,0.43500693570208204,0.12653454609288614,0.2693333147461374,0.3691989823804624,0.29851624394441,-0.0,-0.0,-0.37979348279559244,-0.0,0.3144699849475005,0.33701302477957856,0.0,0.0,0.3277740175156628,-0.0,-0.0,0.34877543703442276,0.4068020337901486,0.3900224329208435,0.0,-0.0,-0.0,0.3405345357008298,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.42314330234462755,0.0,0.17596057375876137,0.0,0.20782201582936227,0.3097703820720287,0.3327575978524835,0.39609708306175945,0.0,-0.0,-0.0,0.30494714716677784,0.0,0.0,-0.0,0.0,0.1241775658411409,0.0,0.0,0.38687476151977934,0.0,-0.0,0.0,0.22221058599327873,0.2953302636045108,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3725248026599651,0.0,0.2985387677800924,0.07831781297853915,0.0,0.4365706119043278,-0.0,0.0,0.0,0.0,0.0,-0.0,0.1877249568960236,-0.0,-0.0,0.0,-0.0,0.2271274107873669,0.0,0.0,0.0,0.08259124439727822
NF-kappa B signaling pathway: IL1B*,0.0,-0.0,0.0,0.3703425338391835,0.0,0.27546595821326947,0.3194665753162847,0.2910376340888407,0.0,0.0,-0.3090250854860478,-0.0,0.2618377616574775,0.2577657099990856,0.0,0.0,0.2530825964204764,0.0,0.0,0.28671640005584226,0.3655175855341892,0.3724980032628658,0.0,-0.0,0.0,0.32136718350262006,0.9317470670546713,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.38324670731683774,0.0,0.2638504948666062,0.0,0.15847161134707582,0.25310128666652665,0.2747348544030075,0.3651882749248754,0.0,-0.0,-0.0,0.24005819760166716,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.3196156077214279,0.0,-0.4913319572389276,0.0,0.18023019798375606,0.26107402411509867,0.5001554555531964,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.38748784799543184,-0.0,0.29637561190236655,0.07406262628949502,0.0,0.37142094997130365,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.15473035356357498,0.0,-0.0,0.0,0.0,0.1764664801891531,0.0,0.0,-0.0,0.06906448795274606
NF-kappa B signaling pathway: PTGS2,-0.0,-0.0,0.124714102717302,0.33654578707515004,0.0,0.22311677124550194,0.2360178835118845,0.2628104210652724,-0.0,-0.0,-0.0,-0.0,0.24013863876632405,0.27436869057266955,0.2030637307458654,0.0,0.2240719727407861,-0.0,-0.0,0.19859284449231027,0.3240559843115471,0.3432084239455638,0.0,-0.0,-0.0,0.2612379181438149,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.24533702566851495,0.13213990890971994,0.15340701057628858,0.0,0.15520568481977867,0.21563188982081613,0.2440914139211712,0.2860026987265651,0.0,-0.0,-0.0,0.2073052580080783,-0.0,0.0,-0.0,0.0,0.07825990628098455,0.0,0.0,0.25461006944073145,0.0,-0.0,0.0,0.1449211643324297,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.25285816518725013,0.07074255377538288,0.0,0.26074010034769957,-0.0,0.0,0.0,0.0,0.0,-0.0,0.1549350210914359,-0.0,-0.0,0.0,-0.0,0.16603558717250338,0.0,-0.0,-0.0,0.06409505235761563
NF-kappa B signaling pathway: TNF*,-0.0,-0.0,0.0,0.2567541328683637,0.0,0.0,0.2750138073148327,0.12795421834645743,0.0,-0.0,-0.2802318089967927,-0.0,0.2043263333657396,0.20939435926865774,0.0,0.0,0.224917837466382,-0.0,-0.0,0.301854526878258,0.252537991218002,0.18645413512072762,0.0,-0.3810378548084671,0.0,0.1757839995776145,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.2980162655447758,0.07941689747265758,0.10750800004263396,0.0,0.14608823503485807,0.2065140717308357,0.23635662946520286,0.2788703580379274,0.35216115681235505,-0.0,0.0,0.23704952836169033,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.2848173106619284,0.0,-0.4083600124861396,0.0,0.15369740645416458,0.21566732016771656,0.43298554404837153,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.2515954043715704,-0.0,0.1511596485670318,0.10054106211390772,0.0,0.3094319924195954,0.0,0.0,-0.0,-0.0,0.0,0.0,0.12878011923840527,-0.0,-0.0,0.0,-0.0,0.143205021577348,0.14886405444398101,0.0,-0.0,0.05346660500188113
NF-kappa B signaling pathway: CCL4L1,-0.0,-0.0,0.0,0.3351582803536614,0.0,0.0,0.3096913987256378,0.1804827764501778,-0.0,-0.0,-0.3278125912464064,-0.0,0.2587920691862354,0.28724346281743357,0.1720883184185826,0.0,0.2631951023447162,-0.0,-0.0,0.3207066219026331,0.28161395911189036,0.27308442317462284,0.0,-0.0,0.0,0.2339202440432039,0.0,0.25189591211604906,-0.0,0.0,0.0,0.0,-0.0,0.0,0.34519591010784795,0.0,0.11218273106601569,0.0,0.1664207757245087,0.24720242024330752,0.2874766765465474,0.3446223391385641,0.39594800323501733,-0.0,-0.0,0.2799528750498797,-0.0,0.0,-0.0,0.0,0.05927045493482547,0.0,0.0,0.3320047869189596,0.0,-0.46786410902874276,0.0,0.16122587745718256,0.26121516789449234,0.4828056309882231,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.27283964864328586,-0.0,0.2084308421803807,0.0572071423816243,0.0,0.3711371180459963,-0.0,0.0,0.0,0.0,0.0,-0.0,0.12200713220419179,-0.0,-0.0,0.0,-0.0,0.17214633454050696,0.0,0.0,-0.0,0.05311100650673234
NF-kappa B signaling pathway: VCAM1,-0.0,0.0,0.11975361088757429,0.22652029555000622,0.10979392009198656,-0.0,0.22258923400104055,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.2777616456677015,0.23619212598948372,-0.0,0.2230724988692479,-0.0,-0.0,0.253467096952937,0.29454683308198987,0.12919295211024845,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.21129798501334757,0.10972402459443897,0.1048787390157539,0.0,0.1604896627629681,0.18745700576745847,0.22739981836907627,0.24453903409957997,0.0,-0.0,-0.0,0.2413574670916197,0.0,0.0,-0.0,-0.0,0.10203092029804539,0.0,0.0,0.22790247294881083,0.0,-0.0,0.02253037688230915,0.17072755595209957,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.06133918044332509,0.11580069060769141,0.1520331287185841,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.17773823569484282,0.0,-0.0,0.0,0.05307506097830579
NF-kappa B signaling pathway: CXCL2,-0.0,0.0,0.0,0.24383745688966962,0.09118313148970103,0.0,0.1499150401665307,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.2222563329792469,0.0,0.0,0.1912962597504412,-0.0,-0.0,0.0,0.25174376001536064,0.2236285512275536,0.22068963641678402,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.43676734131810063,0.0,0.0,0.1530849459961446,0.0,0.14151481189958331,0.16604563992067767,0.16998501162683607,0.0,0.0,-0.0,-0.0,0.13140648170789818,0.0,0.0,-0.0,-0.0,0.08724197930926657,0.0,0.0,0.14792426129784872,0.0,-0.0,0.0,0.16711131787496744,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.06613725759430676,0.09875453956160779,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.16383180720882945,0.0,0.0,0.0,0.05830676849020001
NF-kappa B signaling pathway: NFKB2*,-0.0,-0.0,0.1398524709538442,0.4078300964853682,0.11395964985878845,0.21974412847779218,0.3800222183754987,0.24444192138781365,-0.0,-0.0,-0.37102157327798196,-0.0,0.31218254115332833,0.3349763070727286,0.0,0.0,0.33191019686626805,-0.0,-0.0,0.39434425713719284,0.40366258414279765,0.3295915347622154,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.4307728718587202,0.0,0.14462490327025843,0.0,0.20796071708921518,0.311078671697969,0.34004296884160534,0.4146617255896187,0.0,-0.0,-0.0,0.32579694839069384,-0.0,0.0,0.0,0.0,0.13001434135335802,0.0,0.0,0.40457239068836204,0.0,-0.5425734105796839,0.0,0.2351763574973475,0.3147024074205061,0.5549666726699338,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.39042467270376846,0.0,0.2476436001733293,0.07505657757262282,0.11166060440173635,0.4512001058208204,-0.0,0.0,0.0,0.0,0.0,-0.0,0.16202159549908973,-0.0,-0.0,0.0,-0.0,0.22682301099312113,0.0,0.0,-0.0,0.07532218657346756
NF-kappa B signaling pathway: BCL2L1,-0.0,-0.0,0.0,0.4285666602565778,0.0,0.2958248668404438,0.3599805488280552,0.3043536481806305,0.0,-0.0,-0.39129075032405125,-0.0,0.31586298269780894,0.33379820064080845,0.0,0.0,0.3213590697008982,-0.0,-0.0,0.34893130470564077,0.37156102322015877,0.38665398262766865,0.0,-0.0,0.0,0.33027850221003624,0.0,0.35131218022080773,-0.0,0.0,0.3793549821147814,0.0,0.0,0.0,0.41415270112398245,0.0,0.13760972604433214,0.0,0.1967049140106577,0.30698887111305473,0.3280867639145441,0.3984791903976001,0.0,-0.0,-0.0,0.29481356449378965,-0.0,0.0,0.0,0.0,0.08794846335719694,0.0,0.0,0.374597628624743,0.0,-0.539155875370411,0.0,0.22430278018529864,0.30738137725670406,0.5298007902404767,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.3904140397117804,-0.0,0.31360856003315996,0.06679219626247934,0.0,0.4410277982756696,-0.0,0.0,0.0,0.0,0.0,-0.0,0.16493885718856804,-0.0,-0.0,0.0,-0.0,0.22518627047011924,0.0,0.0,0.0,0.08043253220581008
NF-kappa B signaling pathway: BCL2,-0.0,-0.0,0.11018910980136032,0.3027014167587957,0.0,0.0,0.3119743883673875,0.12689681110747722,-0.0,-0.0,-0.26340831613764304,-0.0,0.2588478817739032,0.2751708663517376,0.1794036887729286,0.0,0.2718822724305225,-0.0,-0.0,0.35730689717691794,0.3107156369110774,0.19171782357273331,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.33569301418024555,0.0,0.08732388088755154,0.0,0.17285473119797373,0.2485031071790655,0.2693673915889301,0.31204940854592395,0.4096734359360317,-0.0,-0.0,0.2861966600304024,0.0,0.0,-0.0,0.0,0.08225253538070451,0.0,0.0,0.3252314700771382,0.0,-0.41836573288685697,0.019493529611290264,0.14762667737957508,0.23878333664349247,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.054238942296860534,-0.0,-0.0,-0.0,-0.0,-0.0,0.2777753417338655,-0.0,0.0,0.05121176450743786,0.0,0.3429086900687505,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.18226633882105553,0.0,0.0,0.0,0.054703120698331505
NF-kappa B signaling pathway: BIRC2,-0.0,-0.0,0.11444324992100338,0.36667927806870076,0.0,0.0,0.34855159461966695,0.1710267323133044,-0.0,-0.0,-0.31286609658641007,-0.0,0.30071020813087673,0.31450606127357883,0.21015376985346346,0.0,0.3167896581148347,-0.0,-0.0,0.3740755378511802,0.36744979461667904,0.2616595375207257,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3861898152030929,0.0,0.13017057366262846,0.0,0.20148822787473006,0.2928314990538422,0.31245306702753334,0.3663411882316755,0.4607323530082712,-0.0,-0.0,0.3086715295228681,-0.0,0.0,0.0,0.0,0.09731667532263041,0.0,0.0,0.3647550813407191,0.0,-0.4578754334797741,0.0,0.22828826571258598,0.2718556580345848,0.4838367199306463,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.3358320286382569,-0.0,0.16304148106344485,0.06915802325459636,0.0,0.39004239011633957,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.13171008022499175,-0.0,-0.0,0.0,-0.0,0.22667625919241058,0.0,0.0,-0.0,0.06674779304818895
NF-kappa B signaling pathway: NFKBIA*,-0.0,-0.0,0.153038395398404,0.45515381350737494,0.1233692249768383,0.24902749194631826,0.39223417965185986,0.263189582293968,0.0,-0.0,-0.0,-0.0,0.33142859800416136,0.35576377997828623,0.2541532517005228,0.0,0.3567774908563557,-0.0,-0.0,0.39346373706127263,0.4402743289075195,0.3693484801388791,0.0,-0.0,0.0,0.3114773963216297,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.44492254202400955,0.0,0.16087976882389227,0.0,0.22259054004113638,0.3295471896576827,0.3510357190620263,0.41172808539312583,0.0,-0.0,-0.0,0.3233333106868665,-0.0,0.0,0.0,0.0,0.12900292945623332,0.0,0.0,0.4090850981995041,0.0,-0.0,0.0,0.25901133618853556,0.303424638690303,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.4127334893604929,0.0,0.2481694560711925,0.08103171943263009,0.0,0.44390831660443675,-0.0,0.0,-0.0,0.0,0.0,0.0,0.19474932554987937,-0.0,-0.0,0.0,-0.0,0.25266993690331496,0.0,0.0,0.0,0.09499049516832712
